filepath,vul_code,diff_target,patch_code
1332----None----E:/smm/code_security_analysis/漏洞检测/实验/my_model/new_data/CVE-2024-56651/bad/hi311x.c----hi3110_can_ist,"static irqreturn_t hi3110_can_ist(int irq, void *dev_id) { struct hi3110_priv *priv = dev_id; struct spi_device *spi = priv->spi; struct net_device *net = priv->net; mutex_lock(&priv->hi3110_lock); while (!priv->force_quit) { enum can_state new_state; u8 intf, eflag, statf; while (!(HI3110_STAT_RXFMTY & (statf = hi3110_read(spi, HI3110_READ_STATF)))) { hi3110_hw_rx(spi); } intf = hi3110_read(spi, HI3110_READ_INTF); eflag = hi3110_read(spi, HI3110_READ_ERR); if (eflag & HI3110_ERR_BUSOFF) new_state = CAN_STATE_BUS_OFF; else if (eflag & HI3110_ERR_PASSIVE_MASK) new_state = CAN_STATE_ERROR_PASSIVE; else if (statf & HI3110_STAT_ERRW) new_state = CAN_STATE_ERROR_WARNING; else new_state = CAN_STATE_ERROR_ACTIVE; if (new_state != priv->can.state) { struct can_frame *cf; struct sk_buff *skb; enum can_state rx_state, tx_state; u8 rxerr, txerr; skb = alloc_can_err_skb(net, &cf); if (!skb) break; txerr = hi3110_read(spi, HI3110_READ_TEC); rxerr = hi3110_read(spi, HI3110_READ_REC); tx_state = txerr >= rxerr ? new_state : 0; rx_state = txerr <= rxerr ? new_state : 0; can_change_state(net, cf, tx_state, rx_state); <S2SV_StartVul> netif_rx(skb); <S2SV_EndVul> if (new_state == CAN_STATE_BUS_OFF) { can_bus_off(net); if (priv->can.restart_ms == 0) { priv->force_quit = 1; hi3110_hw_sleep(spi); break; } } else { cf->can_id |= CAN_ERR_CNT; cf->data[6] = txerr; cf->data[7] = rxerr; } } if ((intf & HI3110_INT_BUSERR) && (priv->can.ctrlmode & CAN_CTRLMODE_BERR_REPORTING)) { struct can_frame *cf; struct sk_buff *skb; if (eflag & HI3110_ERR_PROTOCOL_MASK) { skb = alloc_can_err_skb(net, &cf); if (!skb) break; cf->can_id |= CAN_ERR_PROT | CAN_ERR_BUSERROR; priv->can.can_stats.bus_error++; priv->net->stats.rx_errors++; if (eflag & HI3110_ERR_BITERR) cf->data[2] |= CAN_ERR_PROT_BIT; else if (eflag & HI3110_ERR_FRMERR) cf->data[2] |= CAN_ERR_PROT_FORM; else if (eflag & HI3110_ERR_STUFERR) cf->data[2] |= CAN_ERR_PROT_STUFF; else if (eflag & HI3110_ERR_CRCERR) cf->data[3] |= CAN_ERR_PROT_LOC_CRC_SEQ; else if (eflag & HI3110_ERR_ACKERR) cf->data[3] |= CAN_ERR_PROT_LOC_ACK; cf->data[6] = hi3110_read(spi, HI3110_READ_TEC); cf->data[7] = hi3110_read(spi, HI3110_READ_REC); netdev_dbg(priv->net, ""Bus Error\n""); netif_rx(skb); } } if (priv->tx_busy && statf & HI3110_STAT_TXMTY) { net->stats.tx_packets++; net->stats.tx_bytes += can_get_echo_skb(net, 0, NULL); priv->tx_busy = false; netif_wake_queue(net); } if (intf == 0) break; } mutex_unlock(&priv->hi3110_lock); return IRQ_HANDLED; }","- netif_rx(skb);
+ netif_rx(skb);
+ netif_rx(skb);","static irqreturn_t hi3110_can_ist(int irq, void *dev_id) { struct hi3110_priv *priv = dev_id; struct spi_device *spi = priv->spi; struct net_device *net = priv->net; mutex_lock(&priv->hi3110_lock); while (!priv->force_quit) { enum can_state new_state; u8 intf, eflag, statf; while (!(HI3110_STAT_RXFMTY & (statf = hi3110_read(spi, HI3110_READ_STATF)))) { hi3110_hw_rx(spi); } intf = hi3110_read(spi, HI3110_READ_INTF); eflag = hi3110_read(spi, HI3110_READ_ERR); if (eflag & HI3110_ERR_BUSOFF) new_state = CAN_STATE_BUS_OFF; else if (eflag & HI3110_ERR_PASSIVE_MASK) new_state = CAN_STATE_ERROR_PASSIVE; else if (statf & HI3110_STAT_ERRW) new_state = CAN_STATE_ERROR_WARNING; else new_state = CAN_STATE_ERROR_ACTIVE; if (new_state != priv->can.state) { struct can_frame *cf; struct sk_buff *skb; enum can_state rx_state, tx_state; u8 rxerr, txerr; skb = alloc_can_err_skb(net, &cf); if (!skb) break; txerr = hi3110_read(spi, HI3110_READ_TEC); rxerr = hi3110_read(spi, HI3110_READ_REC); tx_state = txerr >= rxerr ? new_state : 0; rx_state = txerr <= rxerr ? new_state : 0; can_change_state(net, cf, tx_state, rx_state); if (new_state == CAN_STATE_BUS_OFF) { netif_rx(skb); can_bus_off(net); if (priv->can.restart_ms == 0) { priv->force_quit = 1; hi3110_hw_sleep(spi); break; } } else { cf->can_id |= CAN_ERR_CNT; cf->data[6] = txerr; cf->data[7] = rxerr; netif_rx(skb); } } if ((intf & HI3110_INT_BUSERR) && (priv->can.ctrlmode & CAN_CTRLMODE_BERR_REPORTING)) { struct can_frame *cf; struct sk_buff *skb; if (eflag & HI3110_ERR_PROTOCOL_MASK) { skb = alloc_can_err_skb(net, &cf); if (!skb) break; cf->can_id |= CAN_ERR_PROT | CAN_ERR_BUSERROR; priv->can.can_stats.bus_error++; priv->net->stats.rx_errors++; if (eflag & HI3110_ERR_BITERR) cf->data[2] |= CAN_ERR_PROT_BIT; else if (eflag & HI3110_ERR_FRMERR) cf->data[2] |= CAN_ERR_PROT_FORM; else if (eflag & HI3110_ERR_STUFERR) cf->data[2] |= CAN_ERR_PROT_STUFF; else if (eflag & HI3110_ERR_CRCERR) cf->data[3] |= CAN_ERR_PROT_LOC_CRC_SEQ; else if (eflag & HI3110_ERR_ACKERR) cf->data[3] |= CAN_ERR_PROT_LOC_ACK; cf->data[6] = hi3110_read(spi, HI3110_READ_TEC); cf->data[7] = hi3110_read(spi, HI3110_READ_REC); netdev_dbg(priv->net, ""Bus Error\n""); netif_rx(skb); } } if (priv->tx_busy && statf & HI3110_STAT_TXMTY) { net->stats.tx_packets++; net->stats.tx_bytes += can_get_echo_skb(net, 0, NULL); priv->tx_busy = false; netif_wake_queue(net); } if (intf == 0) break; } mutex_unlock(&priv->hi3110_lock); return IRQ_HANDLED; }"
1128----None----E:/smm/code_security_analysis/漏洞检测/实验/my_model/new_data/CVE-2024-53099/bad/syscall.c----bpf_link_show_fdinfo,"static void bpf_link_show_fdinfo(struct seq_file *m, struct file *filp) { const struct bpf_link *link = filp->private_data; const struct bpf_prog *prog = link->prog; char prog_tag[sizeof(prog->tag) * 2 + 1] = { }; bin2hex(prog_tag, prog->tag, sizeof(prog->tag)); seq_printf(m, <S2SV_StartVul> ""link_type:\t%s\n"" <S2SV_EndVul> <S2SV_StartVul> ""link_id:\t%u\n"" <S2SV_EndVul> ""prog_tag:\t%s\n"" ""prog_id:\t%u\n"", <S2SV_StartVul> bpf_link_type_strs[link->type], <S2SV_EndVul> <S2SV_StartVul> link->id, <S2SV_EndVul> prog_tag, prog->aux->id); if (link->ops->show_fdinfo) link->ops->show_fdinfo(link, m); }","- ""link_type:\t%s\n""
- ""link_id:\t%u\n""
- bpf_link_type_strs[link->type],
- link->id,
+ enum bpf_link_type type = link->type;
+ if (type < ARRAY_SIZE(bpf_link_type_strs) && bpf_link_type_strs[type]) {
+ seq_printf(m, ""link_type:\t%s\n"", bpf_link_type_strs[type]);
+ } else {
+ WARN_ONCE(1, ""missing BPF_LINK_TYPE(...) for link type %u\n"", type);
+ seq_printf(m, ""link_type:\t<%u>\n"", type);
+ }
+ seq_printf(m, ""link_id:\t%u\n"", link->id);","static void bpf_link_show_fdinfo(struct seq_file *m, struct file *filp) { const struct bpf_link *link = filp->private_data; const struct bpf_prog *prog = link->prog; enum bpf_link_type type = link->type; char prog_tag[sizeof(prog->tag) * 2 + 1] = { }; if (type < ARRAY_SIZE(bpf_link_type_strs) && bpf_link_type_strs[type]) { seq_printf(m, ""link_type:\t%s\n"", bpf_link_type_strs[type]); } else { WARN_ONCE(1, ""missing BPF_LINK_TYPE(...) for link type %u\n"", type); seq_printf(m, ""link_type:\t<%u>\n"", type); } seq_printf(m, ""link_id:\t%u\n"", link->id); bin2hex(prog_tag, prog->tag, sizeof(prog->tag)); seq_printf(m, ""prog_tag:\t%s\n"" ""prog_id:\t%u\n"", prog_tag, prog->aux->id); if (link->ops->show_fdinfo) link->ops->show_fdinfo(link, m); }"
1221----None----E:/smm/code_security_analysis/漏洞检测/实验/my_model/new_data/CVE-2024-53232/bad/s390-iommu.c----*s390_iommu_probe_device,static struct iommu_device *s390_iommu_probe_device(struct device *dev) { struct zpci_dev *zdev; if (!dev_is_pci(dev)) return ERR_PTR(-ENODEV); zdev = to_zpci_dev(dev); if (zdev->start_dma > zdev->end_dma || zdev->start_dma > ZPCI_TABLE_SIZE_RT - 1) return ERR_PTR(-EINVAL); if (zdev->end_dma > ZPCI_TABLE_SIZE_RT - 1) zdev->end_dma = ZPCI_TABLE_SIZE_RT - 1; if (zdev->tlb_refresh) dev->iommu->shadow_on_flush = 1; <S2SV_StartVul> return &zdev->iommu_dev; <S2SV_EndVul> <S2SV_StartVul> } <S2SV_EndVul>,"- return &zdev->iommu_dev;
- }
+ spin_lock_init(&zdev->dom_lock);
+ zdev_s390_domain_update(zdev, &blocking_domain);
+ return &zdev->iommu_dev;
+ }","static struct iommu_device *s390_iommu_probe_device(struct device *dev) { struct zpci_dev *zdev; if (!dev_is_pci(dev)) return ERR_PTR(-ENODEV); zdev = to_zpci_dev(dev); if (zdev->start_dma > zdev->end_dma || zdev->start_dma > ZPCI_TABLE_SIZE_RT - 1) return ERR_PTR(-EINVAL); if (zdev->end_dma > ZPCI_TABLE_SIZE_RT - 1) zdev->end_dma = ZPCI_TABLE_SIZE_RT - 1; if (zdev->tlb_refresh) dev->iommu->shadow_on_flush = 1; spin_lock_init(&zdev->dom_lock); zdev_s390_domain_update(zdev, &blocking_domain); return &zdev->iommu_dev; }"
1387----None----E:/smm/code_security_analysis/漏洞检测/实验/my_model/new_data/CVE-2024-56722/bad/hns_roce_hem.c----hns_roce_table_put,"void hns_roce_table_put(struct hns_roce_dev *hr_dev, struct hns_roce_hem_table *table, unsigned long obj) { struct device *dev = hr_dev->dev; unsigned long i; int ret; if (hns_roce_check_whether_mhop(hr_dev, table->type)) { hns_roce_table_mhop_put(hr_dev, table, obj, 1); return; } i = obj / (table->table_chunk_size / table->obj_size); if (!refcount_dec_and_mutex_lock(&table->hem[i]->refcount, &table->mutex)) return; ret = hr_dev->hw->clear_hem(hr_dev, table, obj, HEM_HOP_STEP_DIRECT); if (ret) <S2SV_StartVul> dev_warn(dev, ""failed to clear HEM base address, ret = %d.\n"", <S2SV_EndVul> <S2SV_StartVul> ret); <S2SV_EndVul> hns_roce_free_hem(hr_dev, table->hem[i]); table->hem[i] = NULL; mutex_unlock(&table->mutex); }","- dev_warn(dev, ""failed to clear HEM base address, ret = %d.\n"",
- ret);
+ dev_warn_ratelimited(dev, ""failed to clear HEM base address, ret = %d.\n"",
+ ret);","void hns_roce_table_put(struct hns_roce_dev *hr_dev, struct hns_roce_hem_table *table, unsigned long obj) { struct device *dev = hr_dev->dev; unsigned long i; int ret; if (hns_roce_check_whether_mhop(hr_dev, table->type)) { hns_roce_table_mhop_put(hr_dev, table, obj, 1); return; } i = obj / (table->table_chunk_size / table->obj_size); if (!refcount_dec_and_mutex_lock(&table->hem[i]->refcount, &table->mutex)) return; ret = hr_dev->hw->clear_hem(hr_dev, table, obj, HEM_HOP_STEP_DIRECT); if (ret) dev_warn_ratelimited(dev, ""failed to clear HEM base address, ret = %d.\n"", ret); hns_roce_free_hem(hr_dev, table->hem[i]); table->hem[i] = NULL; mutex_unlock(&table->mutex); }"
894----None----E:/smm/code_security_analysis/漏洞检测/实验/my_model/new_data/CVE-2024-50144/bad/xe_gt_tlb_invalidation.c----send_tlb_invalidation,"static int send_tlb_invalidation(struct xe_guc *guc, struct xe_gt_tlb_invalidation_fence *fence, u32 *action, int len) { struct xe_gt *gt = guc_to_gt(guc); struct xe_device *xe = gt_to_xe(gt); int seqno; int ret; xe_gt_assert(gt, fence); mutex_lock(&guc->ct.lock); seqno = gt->tlb_invalidation.seqno; fence->seqno = seqno; trace_xe_gt_tlb_invalidation_fence_send(xe, fence); action[1] = seqno; ret = xe_guc_ct_send_locked(&guc->ct, action, len, G2H_LEN_DW_TLB_INVALIDATE, 1); if (!ret) { spin_lock_irq(&gt->tlb_invalidation.pending_lock); if (tlb_invalidation_seqno_past(gt, seqno)) { __invalidation_fence_signal(xe, fence); } else { fence->invalidation_time = ktime_get(); list_add_tail(&fence->link, &gt->tlb_invalidation.pending_fences); if (list_is_singular(&gt->tlb_invalidation.pending_fences)) queue_delayed_work(system_wq, &gt->tlb_invalidation.fence_tdr, tlb_timeout_jiffies(gt)); <S2SV_StartVul> } <S2SV_EndVul> spin_unlock_irq(&gt->tlb_invalidation.pending_lock); <S2SV_StartVul> } else if (ret < 0) { <S2SV_EndVul> __invalidation_fence_signal(xe, fence); <S2SV_StartVul> } <S2SV_EndVul> if (!ret) { gt->tlb_invalidation.seqno = (gt->tlb_invalidation.seqno + 1) % TLB_INVALIDATION_SEQNO_MAX; if (!gt->tlb_invalidation.seqno) gt->tlb_invalidation.seqno = 1; } mutex_unlock(&guc->ct.lock); return ret; }","- }
- } else if (ret < 0) {
- }
+ }
+ } else {
+ }","static int send_tlb_invalidation(struct xe_guc *guc, struct xe_gt_tlb_invalidation_fence *fence, u32 *action, int len) { struct xe_gt *gt = guc_to_gt(guc); struct xe_device *xe = gt_to_xe(gt); int seqno; int ret; xe_gt_assert(gt, fence); mutex_lock(&guc->ct.lock); seqno = gt->tlb_invalidation.seqno; fence->seqno = seqno; trace_xe_gt_tlb_invalidation_fence_send(xe, fence); action[1] = seqno; ret = xe_guc_ct_send_locked(&guc->ct, action, len, G2H_LEN_DW_TLB_INVALIDATE, 1); if (!ret) { spin_lock_irq(&gt->tlb_invalidation.pending_lock); if (tlb_invalidation_seqno_past(gt, seqno)) { __invalidation_fence_signal(xe, fence); } else { fence->invalidation_time = ktime_get(); list_add_tail(&fence->link, &gt->tlb_invalidation.pending_fences); if (list_is_singular(&gt->tlb_invalidation.pending_fences)) queue_delayed_work(system_wq, &gt->tlb_invalidation.fence_tdr, tlb_timeout_jiffies(gt)); } spin_unlock_irq(&gt->tlb_invalidation.pending_lock); } else { __invalidation_fence_signal(xe, fence); } if (!ret) { gt->tlb_invalidation.seqno = (gt->tlb_invalidation.seqno + 1) % TLB_INVALIDATION_SEQNO_MAX; if (!gt->tlb_invalidation.seqno) gt->tlb_invalidation.seqno = 1; } mutex_unlock(&guc->ct.lock); return ret; }"
946----None----E:/smm/code_security_analysis/漏洞检测/实验/my_model/new_data/CVE-2024-50190/bad/ice_main.c----ice_init_tx_topology,"ice_init_tx_topology(struct ice_hw *hw, const struct firmware *firmware) { u8 num_tx_sched_layers = hw->num_tx_sched_layers; struct ice_pf *pf = hw->back; struct device *dev; <S2SV_StartVul> u8 *buf_copy; <S2SV_EndVul> int err; dev = ice_pf_to_dev(pf); <S2SV_StartVul> buf_copy = kmemdup(firmware->data, firmware->size, GFP_KERNEL); <S2SV_EndVul> <S2SV_StartVul> err = ice_cfg_tx_topo(hw, buf_copy, firmware->size); <S2SV_EndVul> if (!err) { if (hw->num_tx_sched_layers > num_tx_sched_layers) dev_info(dev, ""Tx scheduling layers switching feature disabled\n""); else dev_info(dev, ""Tx scheduling layers switching feature enabled\n""); ice_deinit_hw(hw); err = ice_init_hw(hw); return err; } else if (err == -EIO) { dev_info(dev, ""DDP package does not support Tx scheduling layers switching feature - please update to the latest DDP package and try again\n""); } return 0; }","- u8 *buf_copy;
- buf_copy = kmemdup(firmware->data, firmware->size, GFP_KERNEL);
- err = ice_cfg_tx_topo(hw, buf_copy, firmware->size);
+ err = ice_cfg_tx_topo(hw, firmware->data, firmware->size);","ice_init_tx_topology(struct ice_hw *hw, const struct firmware *firmware) { u8 num_tx_sched_layers = hw->num_tx_sched_layers; struct ice_pf *pf = hw->back; struct device *dev; int err; dev = ice_pf_to_dev(pf); err = ice_cfg_tx_topo(hw, firmware->data, firmware->size); if (!err) { if (hw->num_tx_sched_layers > num_tx_sched_layers) dev_info(dev, ""Tx scheduling layers switching feature disabled\n""); else dev_info(dev, ""Tx scheduling layers switching feature enabled\n""); ice_deinit_hw(hw); err = ice_init_hw(hw); return err; } else if (err == -EIO) { dev_info(dev, ""DDP package does not support Tx scheduling layers switching feature - please update to the latest DDP package and try again\n""); } return 0; }"
1118----None----E:/smm/code_security_analysis/漏洞检测/实验/my_model/new_data/CVE-2024-53092/bad/virtio_pci_common.c----vp_del_vqs,"void vp_del_vqs(struct virtio_device *vdev) { struct virtio_pci_device *vp_dev = to_vp_device(vdev); struct virtqueue *vq, *n; int i; list_for_each_entry_safe(vq, n, &vdev->vqs, list) { <S2SV_StartVul> if (vp_dev->per_vq_vectors) { <S2SV_EndVul> <S2SV_StartVul> int v = vp_dev->vqs[vq->index]->msix_vector; <S2SV_EndVul> if (v != VIRTIO_MSI_NO_VECTOR && !vp_is_slow_path_vector(v)) { int irq = pci_irq_vector(vp_dev->pci_dev, v); irq_update_affinity_hint(irq, NULL); free_irq(irq, vq); } } <S2SV_StartVul> vp_del_vq(vq); <S2SV_EndVul> } vp_dev->per_vq_vectors = false; if (vp_dev->intx_enabled) { free_irq(vp_dev->pci_dev->irq, vp_dev); vp_dev->intx_enabled = 0; } for (i = 0; i < vp_dev->msix_used_vectors; ++i) free_irq(pci_irq_vector(vp_dev->pci_dev, i), vp_dev); if (vp_dev->msix_affinity_masks) { for (i = 0; i < vp_dev->msix_vectors; i++) free_cpumask_var(vp_dev->msix_affinity_masks[i]); } if (vp_dev->msix_enabled) { vp_dev->config_vector(vp_dev, VIRTIO_MSI_NO_VECTOR); pci_free_irq_vectors(vp_dev->pci_dev); vp_dev->msix_enabled = 0; } vp_dev->msix_vectors = 0; vp_dev->msix_used_vectors = 0; kfree(vp_dev->msix_names); vp_dev->msix_names = NULL; kfree(vp_dev->msix_affinity_masks); vp_dev->msix_affinity_masks = NULL; kfree(vp_dev->vqs); vp_dev->vqs = NULL; }","- if (vp_dev->per_vq_vectors) {
- int v = vp_dev->vqs[vq->index]->msix_vector;
- vp_del_vq(vq);
+ {
+ struct virtio_pci_device *vp_dev = to_vp_device(vdev);
+ struct virtio_pci_vq_info *info;
+ info = vp_is_avq(vdev, vq->index) ? vp_dev->admin_vq.info :
+ vp_dev->vqs[vq->index];
+ if (vp_dev->per_vq_vectors) {
+ int v = info->msix_vector;
+ }
+ }
+ vp_del_vq(vq, info);
+ }","void vp_del_vqs(struct virtio_device *vdev) { struct virtio_pci_device *vp_dev = to_vp_device(vdev); struct virtio_pci_vq_info *info; struct virtqueue *vq, *n; int i; list_for_each_entry_safe(vq, n, &vdev->vqs, list) { info = vp_is_avq(vdev, vq->index) ? vp_dev->admin_vq.info : vp_dev->vqs[vq->index]; if (vp_dev->per_vq_vectors) { int v = info->msix_vector; if (v != VIRTIO_MSI_NO_VECTOR && !vp_is_slow_path_vector(v)) { int irq = pci_irq_vector(vp_dev->pci_dev, v); irq_update_affinity_hint(irq, NULL); free_irq(irq, vq); } } vp_del_vq(vq, info); } vp_dev->per_vq_vectors = false; if (vp_dev->intx_enabled) { free_irq(vp_dev->pci_dev->irq, vp_dev); vp_dev->intx_enabled = 0; } for (i = 0; i < vp_dev->msix_used_vectors; ++i) free_irq(pci_irq_vector(vp_dev->pci_dev, i), vp_dev); if (vp_dev->msix_affinity_masks) { for (i = 0; i < vp_dev->msix_vectors; i++) free_cpumask_var(vp_dev->msix_affinity_masks[i]); } if (vp_dev->msix_enabled) { vp_dev->config_vector(vp_dev, VIRTIO_MSI_NO_VECTOR); pci_free_irq_vectors(vp_dev->pci_dev); vp_dev->msix_enabled = 0; } vp_dev->msix_vectors = 0; vp_dev->msix_used_vectors = 0; kfree(vp_dev->msix_names); vp_dev->msix_names = NULL; kfree(vp_dev->msix_affinity_masks); vp_dev->msix_affinity_masks = NULL; kfree(vp_dev->vqs); vp_dev->vqs = NULL; }"
955----None----E:/smm/code_security_analysis/漏洞检测/实验/my_model/new_data/CVE-2024-50197/bad/pinctrl-intel-platform.c----intel_platform_pinctrl_prepare_community,"static int intel_platform_pinctrl_prepare_community(struct device *dev, struct intel_community *community, struct intel_platform_pins *pins) { <S2SV_StartVul> struct fwnode_handle *child; <S2SV_EndVul> struct intel_padgroup *gpps; unsigned int group; size_t ngpps; u32 offset; int ret; ret = device_property_read_u32(dev, ""intc-gpio-pad-ownership-offset"", &offset); if (ret) return ret; community->padown_offset = offset; ret = device_property_read_u32(dev, ""intc-gpio-pad-configuration-lock-offset"", &offset); if (ret) return ret; community->padcfglock_offset = offset; ret = device_property_read_u32(dev, ""intc-gpio-host-software-pad-ownership-offset"", &offset); if (ret) return ret; community->hostown_offset = offset; ret = device_property_read_u32(dev, ""intc-gpio-gpi-interrupt-status-offset"", &offset); if (ret) return ret; community->is_offset = offset; ret = device_property_read_u32(dev, ""intc-gpio-gpi-interrupt-enable-offset"", &offset); if (ret) return ret; community->ie_offset = offset; ngpps = device_get_child_node_count(dev); if (!ngpps) return -ENODEV; gpps = devm_kcalloc(dev, ngpps, sizeof(*gpps), GFP_KERNEL); if (!gpps) return -ENOMEM; group = 0; <S2SV_StartVul> device_for_each_child_node(dev, child) { <S2SV_EndVul> struct intel_padgroup *gpp = &gpps[group]; gpp->reg_num = group; ret = intel_platform_pinctrl_prepare_group(dev, child, gpp, pins); if (ret) return ret; group++; } community->ngpps = ngpps; community->gpps = gpps; return 0; }","- struct fwnode_handle *child;
- device_for_each_child_node(dev, child) {
+ device_for_each_child_node_scoped(dev, child) {","static int intel_platform_pinctrl_prepare_community(struct device *dev, struct intel_community *community, struct intel_platform_pins *pins) { struct intel_padgroup *gpps; unsigned int group; size_t ngpps; u32 offset; int ret; ret = device_property_read_u32(dev, ""intc-gpio-pad-ownership-offset"", &offset); if (ret) return ret; community->padown_offset = offset; ret = device_property_read_u32(dev, ""intc-gpio-pad-configuration-lock-offset"", &offset); if (ret) return ret; community->padcfglock_offset = offset; ret = device_property_read_u32(dev, ""intc-gpio-host-software-pad-ownership-offset"", &offset); if (ret) return ret; community->hostown_offset = offset; ret = device_property_read_u32(dev, ""intc-gpio-gpi-interrupt-status-offset"", &offset); if (ret) return ret; community->is_offset = offset; ret = device_property_read_u32(dev, ""intc-gpio-gpi-interrupt-enable-offset"", &offset); if (ret) return ret; community->ie_offset = offset; ngpps = device_get_child_node_count(dev); if (!ngpps) return -ENODEV; gpps = devm_kcalloc(dev, ngpps, sizeof(*gpps), GFP_KERNEL); if (!gpps) return -ENOMEM; group = 0; device_for_each_child_node_scoped(dev, child) { struct intel_padgroup *gpp = &gpps[group]; gpp->reg_num = group; ret = intel_platform_pinctrl_prepare_group(dev, child, gpp, pins); if (ret) return ret; group++; } community->ngpps = ngpps; community->gpps = gpps; return 0; }"
1519----None----E:/smm/code_security_analysis/漏洞检测/实验/my_model/new_data/CVE-2025-21674/bad/ipsec.c----mlx5e_xfrm_del_state,"static void mlx5e_xfrm_del_state(struct xfrm_state *x) { struct mlx5e_ipsec_sa_entry *sa_entry = to_ipsec_sa_entry(x); <S2SV_StartVul> struct mlx5_accel_esp_xfrm_attrs *attrs = &sa_entry->attrs; <S2SV_EndVul> struct mlx5e_ipsec *ipsec = sa_entry->ipsec; struct mlx5e_ipsec_sa_entry *old; if (x->xso.flags & XFRM_DEV_OFFLOAD_FLAG_ACQ) return; old = xa_erase_bh(&ipsec->sadb, sa_entry->ipsec_obj_id); WARN_ON(old != sa_entry); <S2SV_StartVul> if (attrs->mode == XFRM_MODE_TUNNEL && <S2SV_EndVul> <S2SV_StartVul> attrs->type == XFRM_DEV_OFFLOAD_PACKET) <S2SV_EndVul> <S2SV_StartVul> flush_workqueue(ipsec->wq); <S2SV_EndVul> }","- struct mlx5_accel_esp_xfrm_attrs *attrs = &sa_entry->attrs;
- if (attrs->mode == XFRM_MODE_TUNNEL &&
- attrs->type == XFRM_DEV_OFFLOAD_PACKET)
- flush_workqueue(ipsec->wq);
+ }","static void mlx5e_xfrm_del_state(struct xfrm_state *x) { struct mlx5e_ipsec_sa_entry *sa_entry = to_ipsec_sa_entry(x); struct mlx5e_ipsec *ipsec = sa_entry->ipsec; struct mlx5e_ipsec_sa_entry *old; if (x->xso.flags & XFRM_DEV_OFFLOAD_FLAG_ACQ) return; old = xa_erase_bh(&ipsec->sadb, sa_entry->ipsec_obj_id); WARN_ON(old != sa_entry); }"
1103----None----E:/smm/code_security_analysis/漏洞检测/实验/my_model/new_data/CVE-2024-53084/bad/pvr_vm.c----pvr_vm_context_release,"pvr_vm_context_release(struct kref *ref_count) { struct pvr_vm_context *vm_ctx = container_of(ref_count, struct pvr_vm_context, ref_count); if (vm_ctx->fw_mem_ctx_obj) pvr_fw_object_destroy(vm_ctx->fw_mem_ctx_obj); <S2SV_StartVul> WARN_ON(pvr_vm_unmap(vm_ctx, vm_ctx->gpuvm_mgr.mm_start, <S2SV_EndVul> <S2SV_StartVul> vm_ctx->gpuvm_mgr.mm_range)); <S2SV_EndVul> pvr_mmu_context_destroy(vm_ctx->mmu_ctx); drm_gem_private_object_fini(&vm_ctx->dummy_gem); mutex_destroy(&vm_ctx->lock); drm_gpuvm_put(&vm_ctx->gpuvm_mgr); }","- WARN_ON(pvr_vm_unmap(vm_ctx, vm_ctx->gpuvm_mgr.mm_start,
- vm_ctx->gpuvm_mgr.mm_range));
+ pvr_vm_unmap_all(vm_ctx);","pvr_vm_context_release(struct kref *ref_count) { struct pvr_vm_context *vm_ctx = container_of(ref_count, struct pvr_vm_context, ref_count); if (vm_ctx->fw_mem_ctx_obj) pvr_fw_object_destroy(vm_ctx->fw_mem_ctx_obj); pvr_vm_unmap_all(vm_ctx); pvr_mmu_context_destroy(vm_ctx->mmu_ctx); drm_gem_private_object_fini(&vm_ctx->dummy_gem); mutex_destroy(&vm_ctx->lock); drm_gpuvm_put(&vm_ctx->gpuvm_mgr); }"
